drug_Amodiaquine -6.6 +- 0.1
drug_Amoxapine -7.2 +- 0.1
drug_Amoxicillin -6.6 +- 0.0
drug_Amphetamine -4.7 +- 0.0
drug_Amphotericin_B -7.4 +- 0.0
drug_Ampicillin -6.5 +- 0.0
drug_Amprenavir -7.0 +- 0.0
drug_Amrinone -6.0 +- 0.0
drug_Amsacrine -7.6 +- 0.0
drug_Amyl_Nitrite -4.1 +- 0.2
drug_Anagrelide -6.5 +- 0.0
drug_Anastrozole -6.2 +- 0.0
drug_Anidulafungin -8.3 +- 0.0
drug_Anileridine -7.1 +- 0.0
drug_Anisindione -7.0 +- 0.0
drug_Antazoline -6.4 +- 0.1
drug_Antipyrine -5.4 +- 0.0
drug_Antrafenine -7.4 +- 0.0
drug_Apixaban -8.0 +- 0.0
drug_Apomorphine -7.5 +- 0.0
drug_Apraclonidine -5.5 +- 0.0
drug_Aprepitant -8.6 +- 0.4
drug_Aprindine -6.5 +- 0.0
drug_Aprobarbital -5.3 +- 0.0
drug_Arbekacin -7.0 +- 0.0
drug_Arbutamine -6.9 +- 0.0
drug_Ardeparin -6.8 +- 0.0
drug_Arformoterol -6.2 +- 0.0
drug_Argatroban -7.7 +- 0.0
drug_Aripiprazole -7.7 +- 0.1
drug_Artemether -6.1 +- 0.0
drug_Aspartame -5.8 +- 0.0
drug_Astemizole -8.6 +- 0.0
drug_Atazanavir -6.2 +- 0.0
drug_Atenolol -5.6 +- 0.0
drug_Atomoxetine -5.7 +- 0.1
drug_Atorvastatin -7.2 +- 0.0
drug_Atovaquone -8.7 +- 0.0
drug_Atracurium -6.0 +- 0.0
drug_Atropine -6.9 +- 0.0
drug_Avanafil -8.2 +- 0.0
drug_Azacitidine -6.8 +- 0.0
drug_Azatadine -7.4 +- 0.0
drug_Azathioprine -5.8 +- 0.0
drug_Azelaic_Acid -4.6 +- 0.0
drug_Azelastine -7.7 +- 0.0
drug_Azidocillin -6.7 +- 0.0
drug_Azilsartan_medoxomil -8.5 +- 0.0
drug_Azithromycin -6.4 +- 0.0
drug_Azlocillin -7.6 +- 0.1
drug_Aztreonam -6.6 +- 0.0
drug_Bacampicillin -6.7 +- 0.0
drug_Bacitracin -7.1 +- 0.0
drug_Baclofen -5.7 +- 0.0
drug_Balsalazide -7.2 +- 0.0
drug_Bambuterol -6.1 +- 0.0
drug_Benzatropine -6.9 +- 0.0
drug_Benzyl_Benzoate -6.7 +- 0.0
drug_Betaxolol -5.4 +- 0.3
drug_Bifonazole -7.6 +- 0.0
drug_Brompheniramine -5.5 +- 0.0
drug_Bupropion -5.0 +- 0.1
drug_Butalbital -5.5 +- 0.1
drug_Camazepam -6.7 +- 0.2
drug_Candoxatril -7.8 +- 0.1
drug_Carbamazepine -6.9 +- 0.0
drug_Ceftazidime -7.4 +- 0.0
drug_Chlordiazepoxide -6.6 +- 0.0
drug_Chlorotrianisene -6.4 +- 0.0
drug_Chlorpromazine -6.2 +- 0.0
drug_Chlorzoxazone -5.6 +- 0.0
drug_Choline -3.1 +- 0.0
drug_Clobazam -6.6 +- 0.0
drug_Clomipramine -6.2 +- 0.1
drug_Clomocycline -7.3 +- 0.2
drug_Clonazepam -7.1 +- 0.1
drug_Cocaine -6.1 +- 0.1
drug_Codeine -6.8 +- 0.1
drug_Cyclobenzaprine -7.1 +- 0.2
drug_Cyclopentolate -5.6 +- 0.1
drug_Cyclophosphamide -4.6 +- 0.0
drug_Cycrimine -6.3 +- 0.1
drug_Dalfampridine -4.4 +- 0.0
drug_Deferiprone -4.9 +- 0.0
drug_Deferoxamine -6.4 +- 0.0
drug_Desipramine -6.2 +- 0.1
drug_Dexmethylphenidate -5.6 +- 0.1
drug_Dextroamphetamine -4.8 +- 0.0
drug_Diclofenac -6.3 +- 0.0
drug_Diethylstilbestrol -6.0 +- 0.0
drug_Diflunisal -7.0 +- 0.0
drug_Dihydrocodeine -6.8 +- 0.1
drug_Dihydroergotamine -8.8 +- 0.4
drug_Diloxanide -6.4 +- 0.1
drug_Disulfiram -4.1 +- 0.0
drug_Dobutamine -7.3 +- 0.0
drug_Dolasetron -8.4 +- 0.1
drug_Donepezil -7.1 +- 0.3
drug_Doxapram -6.6 +- 0.1
drug_Droperidol -8.4 +- 0.0
drug_Duloxetine -6.2 +- 0.1
drug_Eletriptan -7.8 +- 0.4
drug_Enalapril -6.5 +- 0.1
drug_Encainide -7.1 +- 0.1
drug_Ergotamine -8.9 +- 0.3
drug_Escitalopram -6.5 +- 0.1
drug_Esmolol -5.7 +- 0.0
drug_Esomeprazole -6.6 +- 0.1
drug_Ethopropazine -5.8 +- 0.0
drug_Ethosuximide -4.9 +- 0.1
drug_Etodolac -6.3 +- 0.2
drug_Ezogabine -6.8 +- 0.0
drug_Felbamate -5.8 +- 0.1
drug_Fenoprofen -6.5 +- 0.1
drug_Fentanyl -6.8 +- 0.4
drug_Fingolimod -5.5 +- 0.1
drug_Flumazenil -6.6 +- 0.1
drug_Flunisolide -7.1 +- 0.1
drug_Fluphenazine -7.7 +- 0.0
drug_Flurazepam -6.6 +- 0.1
drug_Fluvoxamine -5.9 +- 0.1
drug_Fosaprepitant -8.8 +- 0.6
drug_Frovatriptan -6.7 +- 0.0
drug_Gabapentin -5.2 +- 0.1
drug_Gestodene -7.6 +- 0.2
drug_Guanfacine -6.0 +- 0.0
drug_Halobetasol_Propionate -6.9 +- 0.1
drug_Haloperidol -8.1 +- 0.1
drug_Hydrocodone -6.7 +- 0.0
drug_Hydrocortamate -7.3 +- 0.1
drug_Hydromorphone -7.1 +- 0.3
drug_Ibuprofen -5.5 +- 0.0
drug_Iloperidone -7.5 +- 0.2
drug_Imipramine -6.1 +- 0.1
drug_Indecainide -7.2 +- 0.2
drug_Isopropamide -6.1 +- 0.1
drug_Ketoprofen -7.2 +- 0.1
drug_Lacosamide -5.5 +- 0.0
drug_Lamivudine -6.0 +- 0.2
drug_Lamotrigine -6.3 +- 0.0
drug_Lansoprazole -7.3 +- 0.0
drug_L-Cystine -4.9 +- 0.0
drug_Levonordefrin -5.5 +- 0.0
drug_Levorphanol -6.9 +- 0.1
drug_Linezolid -7.1 +- 0.1
drug_Lisdexamfetamine -5.8 +- 0.0
drug_L-Leucine -4.3 +- 0.0
drug_Lorazepam -7.5 +- 0.1
drug_Lurasidone -9.1 +- 0.2
drug_Megestrol -7.2 +- 0.1
drug_Memantine -6.0 +- 0.0
drug_Meperidine -5.3 +- 0.0
drug_Mephentermine -4.6 +- 0.0
drug_Mephenytoin -5.7 +- 0.0
drug_Metaxalone -6.0 +- 0.1
drug_Methamphetamine -4.5 +- 0.0
drug_Methazolamide -5.3 +- 0.1
drug_Methocarbamol -5.5 +- 0.0
drug_Methsuximide -5.8 +- 0.1
drug_Methylphenidate -5.7 +- 0.2
drug_Methyprylon -5.0 +- 0.0
drug_Metoprolol -5.5 +- 0.0
drug_Micafungin -8.3 +- 0.2
drug_Midodrine -5.7 +- 0.0
drug_Miglustat -5.1 +- 0.1
drug_Milnacipran -5.4 +- 0.1
drug_Mirabegron -6.6 +- 0.4
drug_Mirtazapine -7.0 +- 0.2
drug_Misoprostol -5.9 +- 0.2
drug_Moclobemide -6.2 +- 0.0
drug_Morphine -7.4 +- 0.1
drug_Nabilone -6.7 +- 0.2
drug_Nabumetone -6.0 +- 0.1
drug_Nalbuphine -7.4 +- 0.1
drug_Naltrexone -7.3 +- 0.1
drug_Nateglinide -7.0 +- 0.3
drug_Nelfinavir -7.8 +- 0.2
drug_Neostigmine -4.9 +- 0.0
drug_Nicotine -4.8 +- 0.0
drug_Nimodipine -6.0 +- 0.0
drug_Norepinephrine -5.5 +- 0.0
drug_Norgestimate -7.0 +- 0.1
drug_Nortriptyline -7.1 +- 0.4
drug_Ondansetron -6.9 +- 0.1
drug_Orphenadrine -5.3 +- 0.1
drug_Oseltamivir -5.5 +- 0.0
drug_Ospemifene -6.9 +- 0.1
drug_Oxacillin -7.3 +- 0.1
drug_Oxandrolone -6.9 +- 0.2
drug_Oxaprozin -6.9 +- 0.0
drug_Oxazepam -7.9 +- 0.3
drug_Oxcarbazepine -7.1 +- 0.0
drug_Oxiconazole -7.0 +- 0.4
drug_Oxybenzone -6.0 +- 0.0
drug_Oxybutynin -6.1 +- 0.2
drug_Oxymorphone -7.1 +- 0.1
drug_Palonosetron -7.8 +- 0.1
drug_Paroxetine -7.7 +- 0.2
drug_Pentazocine -6.6 +- 0.1
drug_Pentoxifylline -6.1 +- 0.0
drug_Perflutren -5.0 +- 0.2
drug_Perphenazine -7.4 +- 0.0
drug_Phenelzine -5.3 +- 0.1
drug_Phenformin -6.7 +- 0.0
drug_Phenobarbital -6.3 +- 0.2
drug_Phenprocoumon -6.8 +- 0.0
drug_Phentolamine -6.7 +- 0.1
drug_Phenytoin -7.2 +- 0.4
drug_Pilocarpine -5.0 +- 0.0
drug_Pimozide -8.3 +- 0.3
drug_Pioglitazone -7.1 +- 0.1
drug_Pirenzepine -7.6 +- 0.1
drug_Pitavastatin -7.8 +- 0.1
drug_Pivampicillin -7.0 +- 0.0
drug_Prasugrel -6.9 +- 0.2
drug_Prednisone -7.3 +- 0.1
drug_Pregabalin -4.5 +- 0.0
drug_Primaquine -5.7 +- 0.0
drug_Primidone -6.1 +- 0.2
drug_Procainamide -5.4 +- 0.1
drug_Prochlorperazine -7.2 +- 0.1
drug_Propericiazine -8.1 +- 0.1
drug_Propofol -5.0 +- 0.0
drug_Protriptyline -6.6 +- 0.1
drug_Pyridostigmine -4.7 +- 0.0
drug_Pyridoxine -5.1 +- 0.0
drug_Pyrimethamine -5.9 +- 0.0
drug_Quetiapine -7.3 +- 0.1
drug_Quinapril -6.8 +- 0.4
drug_Quinidine -6.9 +- 0.3
drug_Quinine -6.9 +- 0.2
drug_Quinupristin -8.1 +- 0.2
drug_Raloxifene -7.8 +- 0.2
drug_Ramelteon -6.5 +- 0.2
drug_Ranolazine -7.0 +- 0.1
drug_Rasagiline -5.3 +- 0.1
drug_Reboxetine -6.0 +- 0.2
drug_Remifentanil -6.2 +- 0.1
drug_Remikiren -7.5 +- 0.1
drug_Rescinnamine -7.7 +- 0.4
drug_Ribavirin -6.3 +- 0.1
drug_Rifampin -6.6 +- 0.2
drug_Riluzole -5.7 +- 0.0
drug_Rimantadine -5.7 +- 0.0
drug_Rimonabant -7.7 +- 0.2
drug_Risperidone -8.6 +- 0.2
drug_Rivaroxaban -7.9 +- 0.2
drug_Rivastigmine -5.1 +- 0.1
drug_Rizatriptan -5.9 +- 0.0
drug_Roflumilast -7.1 +- 0.0
drug_Ropinirole -5.5 +- 0.2
drug_Roxithromycin -5.7 +- 0.2
drug_Rufinamide -6.4 +- 0.0
drug_Salbutamol -5.4 +- 0.0
drug_Salicyclic_acid -5.3 +- 0.0
drug_Salicylamide -5.5 +- 0.0
drug_Salmeterol -6.3 +- 0.2
drug_Salsalate -6.6 +- 0.1
drug_Saquinavir -8.4 +- 0.3
drug_Scopolamine -6.7 +- 0.1
drug_Selegiline -4.6 +- 0.1
drug_Sitagliptin -7.9 +- 0.0
drug_Sitaxentan -7.6 +- 0.1
drug_Spermine -4.3 +- 0.0
drug_Spinosad -7.1 +- 0.2
drug_Succimer -4.5 +- 0.1
drug_Sufentanil -6.2 +- 0.1
drug_Sulfadiazine -6.3 +- 0.0
drug_Sulfamethazine -6.7 +- 0.1
drug_Sulfamethizole -6.2 +- 0.0
drug_Sulfamoxole -6.6 +- 0.0
drug_Sulfaphenazole -6.5 +- 0.1
drug_Sulfathiazole -5.9 +- 0.1
drug_Sulfinpyrazone -7.6 +- 0.1
drug_Sulindac -7.4 +- 0.1
drug_Sumatriptan -5.9 +- 0.0
drug_Tamibarotene -7.2 +- 0.1
drug_Tapentadol -5.2 +- 0.1
drug_Tasosartan -8.5 +- 0.0
drug_Tauroursodeoxycholic_acid -8.0 +- 0.4
drug_Telithromycin -6.7 +- 0.2
drug_Temazepam -7.3 +- 0.1
drug_Temozolomide -6.1 +- 0.0
drug_Temsirolimus -7.2 +- 0.2
drug_Tenofovir -6.3 +- 0.1
drug_Terconazole -8.0 +- 0.0
drug_Tetrabenazine -6.1 +- 0.2
drug_Tetrahydrofolic_acid -7.8 +- 0.2
drug_Thiamine -5.7 +- 0.1
drug_Thiethylperazine -7.0 +- 0.1
drug_Thioguanine -5.4 +- 0.0
drug_Thioridazine -6.8 +- 0.1
drug_Thiothixene -7.5 +- 0.1
drug_Tiagabine -7.1 +- 0.1
drug_Tiaprofenic_acid -6.3 +- 0.1
drug_Ticlopidine -6.3 +- 0.1
drug_Tizanidine -5.7 +- 0.1
drug_Tolcapone -7.1 +- 0.1
drug_Tolnaftate -7.5 +- 0.2
drug_Tolterodine -5.8 +- 0.0
drug_Topiramate -6.2 +- 0.1
drug_Toremifene -6.2 +- 0.0
drug_Tramadol -5.7 +- 0.0
drug_Tranylcypromine -5.0 +- 0.0
drug_Trazodone -7.8 +- 0.0
drug_Treprostinil -6.4 +- 0.3
drug_Triamcinolone -7.5 +- 0.2
drug_Triamterene -6.7 +- 0.0
drug_Triazolam -7.1 +- 0.3
drug_Trichlormethiazide -6.6 +- 0.1
drug_Tridihexethyl -5.5 +- 0.1
drug_Trifluoperazine -7.6 +- 0.0
drug_Triflupromazine -6.5 +- 0.1
drug_Trihexyphenidyl -6.4 +- 0.3
drug_Trimethadione -4.6 +- 0.0
drug_Trimethobenzamide -6.0 +- 0.0
drug_Trimethoprim -5.7 +- 0.1
drug_Trimipramine -5.9 +- 0.1
drug_Trospium -7.9 +- 0.2
drug_Uracil_mustard -5.3 +- 0.0
drug_Ursodeoxycholic_acid -7.4 +- 0.0
drug_Valaciclovir -6.2 +- 0.3
drug_Valproic_Acid -4.3 +- 0.1
drug_Valsartan -6.9 +- 0.3
drug_Varenicline -6.3 +- 0.0
drug_Vemurafenib -8.5 +- 0.4
drug_Venlafaxine -5.5 +- 0.0
drug_Verapamil -5.8 +- 0.3
drug_Verteporfin -6.8 +- 0.2
drug_Vigabatrin -4.8 +- 0.3
drug_Vilazodone -9.0 +- 0.3
drug_Vildagliptin -7.6 +- 0.2
drug_Vinblastine -6.6 +- 0.1
drug_Vindesine -7.3 +- 0.6
drug_Vorinostat -6.3 +- 0.2
drug_Warfarin -7.0 +- 0.0
drug_Ximelagatran -7.4 +- 0.2
drug_Xylometazoline -6.0 +- 0.0
drug_Yohimbine -7.8 +- 0.4
drug_Zafirlukast -7.8 +- 0.2
drug_Zalcitabine -6.4 +- 0.1
drug_Zaleplon -7.0 +- 0.0
drug_Zileuton -6.2 +- 0.0
drug_Ziprasidone -8.3 +- 0.1
drug_Zoledronate -5.6 +- 0.0
drug_Zolmitriptan -6.4 +- 0.1
drug_Zolpidem -6.6 +- 0.2
drug_Zonisamide -6.0 +- 0.0
drug_Zopiclone -7.1 +- 0.1
drug_Benzocaine -5.0 +- 0.0
drug_Boceprevir -6.7 +- 0.2
drug_Brinzolamide -6.3 +- 0.1
drug_Bromocriptine -7.6 +- 0.4
drug_Buprenorphine -6.6 +- 0.1
drug_Buspirone -7.6 +- 0.1
drug_Butorphanol -7.3 +- 0.2
drug_Caffeine -5.1 +- 0.0
drug_Carisoprodol -5.0 +- 0.1
drug_Celecoxib -7.9 +- 0.1
drug_Clonidine -5.2 +- 0.0
drug_Clorazepate -7.1 +- 0.3
drug_Clozapine -7.3 +- 0.2
drug_Dantrolene -7.6 +- 0.0
drug_Darifenacin -8.0 +- 0.3
drug_Debrisoquin -6.2 +- 0.4
drug_Desvenlafaxine -5.6 +- 0.1
drug_Dextromethorphan -6.5 +- 0.1
drug_Diazepam -6.7 +- 0.1
drug_Doxepin -6.5 +- 0.3
drug_Dronabinol -6.6 +- 0.1
drug_Entacapone -6.3 +- 0.0
drug_Estazolam -7.2 +- 0.3
drug_Eszopiclone -7.3 +- 0.1
drug_Ethotoin -5.7 +- 0.1
drug_Fesoterodine -5.7 +- 0.1
drug_Fluoxetine -6.7 +- 0.1
drug_Flurbiprofen -6.6 +- 0.1
drug_Fosphenytoin -7.0 +- 0.1
drug_Galantamine -6.7 +- 0.1
drug_Gamma_Hydroxybutyric_Acid -4.1 +- 0.2
drug_Gemfibrozil -6.0 +- 0.0
drug_Gemifloxacin -7.1 +- 0.1
drug_Granisetron -7.4 +- 0.1
drug_Halothane -4.2 +- 0.0
drug_Hydroxyzine -6.9 +- 0.1
drug_Ibudilast -5.4 +- 0.1
drug_Ibutilide -5.8 +- 0.1
drug_Indomethacin -7.0 +- 0.0
drug_Ingenol_Mebutate -6.4 +- 0.0
drug_Irinotecan -8.3 +- 0.2
drug_Isometheptene -3.9 +- 0.0
drug_Ketorolac -6.9 +- 0.2
drug_Ketotifen -7.1 +- 0.0
drug_L-Alanine -3.9 +- 0.1
drug_Levetiracetam -5.1 +- 0.0
drug_Levodopa -6.0 +- 0.0
drug_L-Histidine -5.0 +- 0.0
drug_Lofexidine -5.6 +- 0.1
drug_Loxapine -7.1 +- 0.1
drug_Maprotiline -6.9 +- 0.1
drug_Meclizine -7.7 +- 0.1
drug_Mefenamic_acid -6.5 +- 0.0
drug_Meloxicam -6.7 +- 0.1
drug_Meprobamate -5.0 +- 0.0
drug_Methadone -5.4 +- 0.0
drug_Methadyl_Acetate -5.5 +- 0.1
drug_Modafinil -6.0 +- 0.1
drug_Molindone -6.2 +- 0.2
drug_Moricizine -7.9 +- 0.2
drug_Naloxone -7.2 +- 0.1
drug_Naproxen -6.3 +- 0.2
drug_Naratriptan -7.0 +- 0.0
drug_Nefazodone -7.4 +- 0.2
drug_Olanzapine -6.8 +- 0.1
drug_Omeprazole -6.6 +- 0.0
drug_Oxycodone -6.6 +- 0.1
drug_Paclitaxel -7.0 +- 0.4
drug_Paliperidone -8.8 +- 0.1
drug_Paromomycin -7.1 +- 0.1
drug_Penicillin_V -6.8 +- 0.0
drug_Pentagastrin -7.5 +- 0.0
drug_Phendimetrazine -5.1 +- 0.0
drug_Phenindione -7.2 +- 0.0
drug_Pirbuterol -5.4 +- 0.0
drug_Piroxicam -7.2 +- 0.2
drug_Podofilox -7.0 +- 0.0
drug_Pramipexole -5.2 +- 0.1
drug_Procaterol -6.1 +- 0.1
drug_Progesterone -7.2 +- 0.0
drug_Promethazine -5.7 +- 0.0
drug_Quinethazone -6.3 +- 0.0
drug_Ramipril -6.9 +- 0.2
drug_Ranitidine -5.2 +- 0.1
drug_Rimexolone -7.1 +- 0.1
drug_Rocuronium -7.3 +- 0.3
drug_Rotigotine -6.6 +- 0.1
drug_Sertraline -6.7 +- 0.1
drug_Stepronin -6.0 +- 0.0
drug_Testosterone_Propionate -7.2 +- 0.1
drug_Tetracycline -7.5 +- 0.0
drug_Tetrahydrobiopterin -6.5 +- 0.0
drug_Thalidomide -7.2 +- 0.0
drug_Theobromine -5.2 +- 0.0
drug_Theophylline -5.4 +- 0.0
drug_Thiabendazole -6.1 +- 0.0
drug_Thiamylal -5.2 +- 0.2
drug_Thiopental -5.2 +- 0.0
drug_Thioproperazine -7.6 +- 0.1
drug_Thiotepa -3.8 +- 0.0
drug_Ticagrelor -7.8 +- 0.0
drug_Ticarcillin -6.5 +- 0.0
drug_Tigecycline -7.1 +- 0.0
drug_Tiludronate -6.2 +- 0.0
drug_Timolol -5.7 +- 0.1
drug_Tinidazole -5.1 +- 0.1
drug_Tioconazole -6.5 +- 0.3
drug_Tiotropium -6.6 +- 0.0
drug_Tipranavir -7.7 +- 0.0
drug_Tirofiban -6.6 +- 0.0
drug_Tobramycin -7.5 +- 0.0
drug_Tocainide -5.0 +- 0.0
drug_Tofisopam -6.0 +- 0.0
drug_Tolazamide -7.1 +- 0.2
drug_Tolazoline -5.4 +- 0.0
drug_Tolbutamide -6.2 +- 0.0
drug_Tolmetin -6.4 +- 0.0
drug_Tolvaptan -8.3 +- 0.0
drug_Topotecan -7.4 +- 0.0
drug_Torasemide -6.9 +- 0.0
drug_Trabectedin -8.1 +- 0.0
drug_Trametinib -8.0 +- 0.0
drug_Trandolapril -7.3 +- 0.3
drug_Tranexamic_Acid -5.3 +- 0.0
drug_Travoprost -7.2 +- 0.0
drug_Tretinoin -6.9 +- 0.2
drug_Trifluridine -6.4 +- 0.0
drug_Trilostane -7.7 +- 0.0
drug_Trimeprazine -5.6 +- 0.0
drug_Trimethaphan -7.7 +- 0.2
drug_Trimetrexate -7.0 +- 0.0
drug_Trioxsalen -6.6 +- 0.0
drug_Tripelennamine -5.3 +- 0.0
drug_Triprolidine -6.3 +- 0.0
drug_Troleandomycin -6.1 +- 0.0
drug_Tropicamide -6.2 +- 0.1
drug_Trovafloxacin -8.0 +- 0.0
drug_Tubocurarine -8.1 +- 0.4
drug_Tymazoline -5.6 +- 0.0
drug_Udenafil -7.2 +- 0.0
drug_Valganciclovir -6.3 +- 0.0
drug_Valrubicin -8.3 +- 0.0
drug_Vancomycin -7.7 +- 0.0
drug_Vandetanib -7.4 +- 0.0
drug_Vapreotide -7.4 +- 0.0
drug_Vardenafil -7.4 +- 0.2
drug_Vecuronium -7.1 +- 0.0
drug_Vidarabine -6.1 +- 0.0
drug_Vincristine -6.9 +- 0.0
drug_Vinorelbine -6.7 +- 0.7
drug_Vismodegib -7.9 +- 0.0
drug_Vitamin_A -5.9 +- 0.0
drug_Vitamin_C -5.3 +- 0.0
drug_Vitamin_E -6.1 +- 0.0
drug_Voglibose -5.8 +- 0.2
drug_Voriconazole -6.7 +- 0.0
drug_Xanthophyll -6.3 +- 0.0
drug_Zanamivir -6.3 +- 0.0
drug_Zidovudine -6.2 +- 0.0
drug_Zuclopenthixol -7.9 +- 0.0
drug_Beclometasone_dipropionate -7.0 +- 0.0
drug_Bedaquiline -6.4 +- 0.0
drug_Benazepril -7.3 +- 0.3
drug_Bendroflumethiazide -8.3 +- 0.0
drug_Bentiromide -8.7 +- 0.0
drug_Benzonatate -5.3 +- 0.0
drug_Benzphetamine -5.0 +- 0.0
drug_Benzquinamide -6.1 +- 0.0
drug_Benzthiazide -8.1 +- 0.0
drug_Benzyl_alcohol -4.6 +- 0.0
drug_Bepotastine -7.2 +- 0.2
drug_Bepridil -6.4 +- 0.0
drug_Besifloxacin -7.5 +- 0.0
drug_Betahistine -4.5 +- 0.0
drug_Betamethasone -7.0 +- 0.0
drug_Betazole -4.3 +- 0.0
drug_Bethanechol -3.8 +- 0.0
drug_Bethanidine -5.3 +- 0.0
drug_Bevantolol -5.8 +- 0.0
drug_Bexarotene -7.6 +- 0.0
drug_Bezafibrate -6.9 +- 0.0
drug_Bicalutamide -7.9 +- 0.2
drug_Bimatoprost -7.4 +- 0.0
drug_Biotin -5.8 +- 0.0
drug_Biperiden -7.1 +- 0.1
drug_Bisoprolol -5.5 +- 0.0
drug_Bopindolol -7.0 +- 0.0
drug_Bosentan -7.1 +- 0.0
drug_Bosutinib -6.7 +- 0.2
drug_Bretylium -4.5 +- 0.0
drug_Brimonidine -6.0 +- 0.0
drug_Bromazepam -7.2 +- 0.0
drug_Bromfenac -6.6 +- 0.0
drug_Bromodiphenhydramine -5.6 +- 0.0
drug_Buclizine -7.5 +- 0.0
drug_Budesonide -7.1 +- 0.0
drug_Bumetanide -6.3 +- 0.0
drug_Bupivacaine -6.1 +- 0.0
drug_Bupranolol -5.5 +- 0.0
drug_Busulfan -4.9 +- 0.1
drug_Butabarbital -5.5 +- 0.0
drug_Butenafine -6.8 +- 0.0
drug_Butethal -5.4 +- 0.0
drug_Butoconazole -7.1 +- 0.0
drug_Cabazitaxel -7.3 +- 0.0
drug_Cabergoline -7.2 +- 0.0
drug_Calcidiol -7.2 +- 0.0
drug_Calcipotriol -8.1 +- 0.0
drug_Calcitriol -7.5 +- 0.0
drug_Canagliflozin -8.4 +- 0.0
drug_Candesartan -7.6 +- 0.0
drug_Candicidin -9.5 +- 0.0
drug_Capecitabine -6.4 +- 0.0
drug_Captopril -5.2 +- 0.0
drug_Carbenicillin -7.0 +- 0.2
drug_Carbetocin -7.4 +- 0.0
drug_Carbimazole -4.4 +- 0.0
drug_Carbinoxamine -5.4 +- 0.0
drug_Carfilzomib -7.6 +- 0.0
drug_Carglumic_Acid -5.4 +- 0.0
drug_Carmustine -4.6 +- 0.0
drug_Carphenazine -7.5 +- 0.0
drug_Carprofen -6.8 +- 0.0
drug_Carteolol -6.7 +- 0.0
drug_Carvedilol -7.4 +- 0.1
drug_Caspofungin -6.4 +- 0.0
drug_Cefacetrile -6.5 +- 0.0
drug_Cefaclor -7.4 +- 0.0
drug_Cefadroxil -7.3 +- 0.3
drug_Cefalotin -6.8 +- 0.0
drug_Cefamandole -7.9 +- 0.0
drug_Cefazolin -7.3 +- 0.0
drug_Cefdinir -7.2 +- 0.3
